identifier	lang_code	gloss	transcription_norm	ipa	residual
rosettaproject_bul_swadesh-1	bul	sun	слънце	slɤnt͡sɛ	
rosettaproject_bul_swadesh-1	bul	swell	подувам се	pɔduvam sɛ	
rosettaproject_bul_swadesh-1	bul	swim	плувам	pluvam	
rosettaproject_bul_swadesh-1	bul	tail	опашка	ɔpaʃka	
rosettaproject_bul_swadesh-1	bul	that	онова	ɔnɔva	
rosettaproject_bul_swadesh-1	bul	there	там	tam	
rosettaproject_bul_swadesh-1	bul	they	те	tɛ	
rosettaproject_bul_swadesh-1	bul	thick	плътен	plɤtɛn	
rosettaproject_bul_swadesh-1	bul	thin	тънък	tɤnɤk	
rosettaproject_bul_swadesh-1	bul	think	мисля	mislʲa	
rosettaproject_bul_swadesh-1	bul	this	това	tɔva	
rosettaproject_bul_swadesh-1	bul	thou	вие	viɛ	
rosettaproject_bul_swadesh-1	bul	thou	ти	ti	
rosettaproject_bul_swadesh-1	bul	three	три	tri	
rosettaproject_bul_swadesh-1	bul	throw	хвърлям	xvɤrlʲam	
rosettaproject_bul_swadesh-1	bul	tie	завързвам	zavɤrzvam	
rosettaproject_bul_swadesh-1	bul	tongue	език	ɛzik	
rosettaproject_bul_swadesh-1	bul	tooth	зъб	zɤp	
rosettaproject_bul_swadesh-1	bul	tree	дърво	dɤrvɔ	
rosettaproject_bul_swadesh-1	bul	turn	завивам	zavivam	
rosettaproject_bul_swadesh-1	bul	two	две	dvɛ	
rosettaproject_bul_swadesh-1	bul	vomit	повръщам	pɔvrɤʃtam	
rosettaproject_bul_swadesh-1	bul	walk	вървя	vɤrvʲa	
rosettaproject_bul_swadesh-1	bul	warm	топъл	tɔpɤl	
rosettaproject_bul_swadesh-1	bul	wash	мия	mija	
rosettaproject_bul_swadesh-1	bul	water	вода	vɔda	
rosettaproject_bul_swadesh-1	bul	we	ние	niɛ	
rosettaproject_bul_swadesh-1	bul	wet	мокър	mɔkɤr	
rosettaproject_bul_swadesh-1	bul	what	какъв	kakɤf	
rosettaproject_bul_swadesh-1	bul	when	кога	kɔɡa	
rosettaproject_bul_swadesh-1	bul	where	къде	kɤdɛ	
rosettaproject_bul_swadesh-1	bul	white	бял	bʲal	
rosettaproject_bul_swadesh-1	bul	who	кой	kɔj	
rosettaproject_bul_swadesh-1	bul	wide	широк	ʃirɔk	
rosettaproject_bul_swadesh-1	bul	wife	съпруга	sɤpruɡa	
rosettaproject_bul_swadesh-1	bul	wind	вятър	vʲatɤr	
rosettaproject_bul_swadesh-1	bul	wing	крило	krilɔ	
rosettaproject_bul_swadesh-1	bul	wipe	бърша	bɤrʃa	
rosettaproject_bul_swadesh-1	bul	with	с	s	
rosettaproject_bul_swadesh-1	bul	woman	жена	ʒɛna	
rosettaproject_bul_swadesh-1	bul	worm	червей	t͡ʃɛrvɛj	
rosettaproject_bul_swadesh-1	bul	year	година	ɡɔdina	
rosettaproject_bul_swadesh-1	bul	yellow	жълт	ʒɤlt	
rosettaproject_bul_swadesh-1	bul	you	вие	viɛ	
rosettaproject_bul_swadesh-1	bul	you	ти	ti	
rosettaproject_mdf_swadesh-1	mdf	all	сембе	sʲembe	
rosettaproject_mdf_swadesh-1	mdf	and	эди	edʲi	
rosettaproject_mdf_swadesh-1	mdf	animal	ракша	rakʃa	
rosettaproject_mdf_swadesh-1	mdf	ashes	кулу	kulu	
rosettaproject_mdf_swadesh-1	mdf	at	ваксса	vakssa	
rosettaproject_mdf_swadesh-1	mdf	back	фтал	ftal	
rosettaproject_mdf_swadesh-1	mdf	bad	кальдяв	kalʲdʲæv	
rosettaproject_mdf_swadesh-1	mdf	bark	кафнамс	kafnams	
rosettaproject_mdf_swadesh-1	mdf	because	сясьмес	sʲæsʲmes	
rosettaproject_mdf_swadesh-1	mdf	belly	пека	peka	
rosettaproject_mdf_swadesh-1	mdf	big	оцю	ot͡sʲu	
rosettaproject_mdf_swadesh-1	mdf	bird	нармонь	narmonʲ	
rosettaproject_mdf_swadesh-1	mdf	bite	пупамс	pupams	
rosettaproject_mdf_swadesh-1	mdf	black	равжа	ravʒa	
rosettaproject_mdf_swadesh-1	mdf	blood	вер	ver	
rosettaproject_mdf_swadesh-1	mdf	blow	шавома	ʃavoma	
rosettaproject_mdf_swadesh-1	mdf	bone	пакарь	pakarʲ	
rosettaproject_mdf_swadesh-1	mdf	burn	паломс	paloms	
rosettaproject_mdf_swadesh-1	mdf	child	идь	idʲ	
rosettaproject_mdf_swadesh-1	mdf	cloud	пель	pelʲ	
rosettaproject_mdf_swadesh-1	mdf	cold	кельме	kelʲme	
rosettaproject_mdf_swadesh-1	mdf	come	самс	sams	
rosettaproject_mdf_swadesh-1	mdf	correct	лац	lat͡s	
rosettaproject_mdf_swadesh-1	mdf	count	лувомс	luvoms	
rosettaproject_mdf_swadesh-1	mdf	cut	керомс	keroms	
rosettaproject_mdf_swadesh-1	mdf	day	ши	ʃi	
rosettaproject_mdf_swadesh-1	mdf	die	куломс	kuloms	
rosettaproject_mdf_swadesh-1	mdf	dig	карамс	karams	
rosettaproject_mdf_swadesh-1	mdf	dirty	рдазу	rdazu	
rosettaproject_mdf_swadesh-1	mdf	dog	пине	pinʲe	
rosettaproject_mdf_swadesh-1	mdf	drink	симомс	sʲimoms	
rosettaproject_mdf_swadesh-1	mdf	dull	бутра	butra	
rosettaproject_mdf_swadesh-1	mdf	dust	пуль	pulʲ	
rosettaproject_mdf_swadesh-1	mdf	ear	пиле	pilʲe	
rosettaproject_mdf_swadesh-1	mdf	earth	мода	moda	
rosettaproject_mdf_swadesh-1	mdf	eat	сивомс	sʲivoms	
rosettaproject_mdf_swadesh-1	mdf	egg	ал	al	
rosettaproject_mdf_swadesh-1	mdf	eye	сельме	sʲelʲme	
rosettaproject_mdf_swadesh-1	mdf	fall	прамс	prams	
rosettaproject_mdf_swadesh-1	mdf	far	ичкозе	it͡ʃkozʲe	
rosettaproject_mdf_swadesh-1	mdf	fat (n.)	куя	kujæ	
rosettaproject_mdf_swadesh-1	mdf	father	аля	alʲæ	
rosettaproject_mdf_swadesh-1	mdf	fear	пелема	pelʲema	
rosettaproject_mdf_swadesh-1	mdf	feather	толга	tolɡa	
rosettaproject_mdf_swadesh-1	mdf	few	кржа	krʒa	
rosettaproject_mdf_swadesh-1	mdf	fight	тюремс	tʲurʲems	
rosettaproject_mdf_swadesh-1	mdf	fingernail	кенже	kenʒe	
rosettaproject_mdf_swadesh-1	mdf	fire	тол	tol	
rosettaproject_mdf_swadesh-1	mdf	fish	кал	kal	
rosettaproject_mdf_swadesh-1	mdf	five	вете	vetʲe	
rosettaproject_mdf_swadesh-1	mdf	float	уемс	ujems	
rosettaproject_mdf_swadesh-1	mdf	flower	панчф	pant͡ʃf	
rosettaproject_mdf_swadesh-1	mdf	fog	шиньф	ʃinʲf	
rosettaproject_mdf_swadesh-1	mdf	foot	пильгал	pilʲɡal	
rosettaproject_mdf_swadesh-1	mdf	forest	вирь	virʲ	
rosettaproject_mdf_swadesh-1	mdf	four	ниле	nʲilʲe	
rosettaproject_mdf_swadesh-1	mdf	fruit	марь	marʲ	
rosettaproject_mdf_swadesh-1	mdf	full	пяшксе	pæʃksʲe	
rosettaproject_mdf_swadesh-1	mdf	give	максомс	maksoms	
rosettaproject_mdf_swadesh-1	mdf	good	пара	para	
rosettaproject_mdf_swadesh-1	mdf	grass	тише	tʲiʃe	
rosettaproject_mdf_swadesh-1	mdf	green	пиже	piʒe	
rosettaproject_mdf_swadesh-1	mdf	hair	шяярь	ʃæjærʲ	
rosettaproject_mdf_swadesh-1	mdf	hand	кядьлапш	kædʲlapʃ	
rosettaproject_mdf_swadesh-1	mdf	he	сон	son	
rosettaproject_mdf_swadesh-1	mdf	head	пря	prʲæ	
rosettaproject_mdf_swadesh-1	mdf	hear	кулемс	kulʲems	
rosettaproject_mdf_swadesh-1	mdf	heart	седи	sʲedʲi	
rosettaproject_mdf_swadesh-1	mdf	heavy	стака	staka	
rosettaproject_mdf_swadesh-1	mdf	here	тяса	tʲæsa	
rosettaproject_mdf_swadesh-1	mdf	hit	повомс	povoms	
rosettaproject_mdf_swadesh-1	mdf	hold	кирдемс	kirdʲems	
rosettaproject_mdf_swadesh-1	mdf	horn	пор	por	
rosettaproject_mdf_swadesh-1	mdf	how	кода	koda	
rosettaproject_mdf_swadesh-1	mdf	hunt	кундамс	kundams	
rosettaproject_mdf_swadesh-1	mdf	husband	ломань	lomanʲ	
rosettaproject_mdf_swadesh-1	mdf	i	монь	monʲ	
rosettaproject_mdf_swadesh-1	mdf	ice	эй	ej	
rosettaproject_mdf_swadesh-1	mdf	if	дяряй	dʲærʲæj	
rosettaproject_mdf_swadesh-1	mdf	in	эса	esa	
rosettaproject_mdf_swadesh-1	mdf	kill	шавомс	ʃavoms	
rosettaproject_mdf_swadesh-1	mdf	knee	плманжа	plmanʒa	
rosettaproject_mdf_swadesh-1	mdf	know	содамс	sodams	
rosettaproject_mdf_swadesh-1	mdf	lake	эрьхке	er̥ʲke	
rosettaproject_mdf_swadesh-1	mdf	laugh	рахамс	raxams	
rosettaproject_mdf_swadesh-1	mdf	leaf	лопа	lopa	
rosettaproject_mdf_swadesh-1	mdf	left	шулей	ʃulʲej	
rosettaproject_mdf_swadesh-1	mdf	leg	пильге	pilʲɡe	
rosettaproject_mdf_swadesh-1	mdf	lie	кожярямс	koʒærʲæms	
rosettaproject_mdf_swadesh-1	mdf	live	эрямс	erʲæms	
rosettaproject_mdf_swadesh-1	mdf	liver	моцкт	mot͡skt	
rosettaproject_mdf_swadesh-1	mdf	long	кувака	kuvaka	
rosettaproject_mdf_swadesh-1	mdf	man	ломань	lomanʲ	
rosettaproject_mdf_swadesh-1	mdf	many	лама	lama	
rosettaproject_mdf_swadesh-1	mdf	meat	пал	pal	
rosettaproject_mdf_swadesh-1	mdf	moon	ков	kov	
rosettaproject_mdf_swadesh-1	mdf	mother	тядя	tʲædʲæ	
rosettaproject_mdf_swadesh-1	mdf	mountain	панда	panda	
rosettaproject_mdf_swadesh-1	mdf	mouth	курга	kurɡa	
rosettaproject_mdf_swadesh-1	mdf	name	лем	lʲem	
rosettaproject_mdf_swadesh-1	mdf	narrow	тяйня	tʲæjnʲæ	
rosettaproject_mdf_swadesh-1	mdf	near	маластонь	malastonʲ	
rosettaproject_mdf_swadesh-1	mdf	neck	сялдаз	sʲældaz	
rosettaproject_mdf_swadesh-1	mdf	new	од	od	
rosettaproject_mdf_swadesh-1	mdf	night	ве	ve	
rosettaproject_mdf_swadesh-1	mdf	nose	шалхка	ʃal̥ka	
rosettaproject_mdf_swadesh-1	mdf	not	аф	af	
rosettaproject_mdf_swadesh-1	mdf	old	сире	sʲirʲe	
rosettaproject_mdf_swadesh-1	mdf	one	фкя	fkæ	
rosettaproject_mdf_swadesh-1	mdf	other	иля	ilʲæ	
rosettaproject_mdf_swadesh-1	mdf	person	ломань	lomanʲ	
rosettaproject_mdf_swadesh-1	mdf	play	налхкомс	nal̥koms	
rosettaproject_mdf_swadesh-1	mdf	pull	таргамс	tarɡams	
rosettaproject_mdf_swadesh-1	mdf	push	толхмадемс	tol̥madʲems	
rosettaproject_mdf_swadesh-1	mdf	rain	пизем	pizʲem	
rosettaproject_mdf_swadesh-1	mdf	red	якстерь	jækstʲerʲ	
rosettaproject_mdf_swadesh-1	mdf	right	виде	vidʲe	
rosettaproject_mdf_swadesh-1	mdf	river	ляй	lʲæj	
rosettaproject_mdf_swadesh-1	mdf	road	ки	ki	
rosettaproject_mdf_swadesh-1	mdf	root	ункс	unks	
rosettaproject_mdf_swadesh-1	mdf	rope	пикс	piks	
rosettaproject_mdf_swadesh-1	mdf	rotten	наксада	naksada	
rosettaproject_mdf_swadesh-1	mdf	round	покаряв	pokarʲæv	
rosettaproject_mdf_swadesh-1	mdf	rub	нардамс	nardams	
rosettaproject_mdf_swadesh-1	mdf	salt	сал	sal	
rosettaproject_mdf_swadesh-1	mdf	sand	шувар	ʃuvar	
rosettaproject_mdf_swadesh-1	mdf	say	азомс	azoms	
rosettaproject_mdf_swadesh-1	mdf	scratch	кргамс	krɡams	
rosettaproject_mdf_swadesh-1	mdf	sea	иневедь	inʲevedʲ	
rosettaproject_mdf_swadesh-1	mdf	see	няемс	nʲæjems	
rosettaproject_mdf_swadesh-1	mdf	seed	видьме	vidʲme	
rosettaproject_mdf_swadesh-1	mdf	sharp	оржа	orʒa	
rosettaproject_mdf_swadesh-1	mdf	short	нюрьхкяня	nʲur̥ʲkænʲæ	
rosettaproject_mdf_swadesh-1	mdf	sing	морамс	morams	
rosettaproject_mdf_swadesh-1	mdf	sit	озамс	ozams	
rosettaproject_mdf_swadesh-1	mdf	skin	киське	kisʲke	
rosettaproject_mdf_swadesh-1	mdf	sky	менель	menʲelʲ	
rosettaproject_mdf_swadesh-1	mdf	sleep	удомс	udoms	
rosettaproject_mdf_swadesh-1	mdf	small	тёга	tʲoɡa	
rosettaproject_mdf_swadesh-1	mdf	smell	никсамс	nʲiksams	
rosettaproject_mdf_swadesh-1	mdf	smoke	качам	kat͡ʃam	
rosettaproject_mdf_swadesh-1	mdf	smooth	такор	takor	
rosettaproject_mdf_swadesh-1	mdf	snake	куй	kuj	
rosettaproject_mdf_swadesh-1	mdf	snow	лов	lov	
rosettaproject_mdf_swadesh-1	mdf	some	калмоча	kalmot͡ʃa	
rosettaproject_mdf_swadesh-1	mdf	spit	сельгомс	sʲelʲɡoms	
rosettaproject_mdf_swadesh-1	mdf	split	латцема	latt͡sʲema	
rosettaproject_mdf_swadesh-1	mdf	squeeze	пувордамс	puvordams	
rosettaproject_mdf_swadesh-1	mdf	star	тящте	tʲæɕːtʲe	
rosettaproject_mdf_swadesh-1	mdf	stick	тотмак	totmak	
rosettaproject_mdf_swadesh-1	mdf	stone	кев	kev	
rosettaproject_mdf_swadesh-1	mdf	straight	виде	vidʲe	
rosettaproject_mdf_swadesh-1	mdf	suck	шокшемс	ʃokʃems	
rosettaproject_mdf_swadesh-1	mdf	sun	ши	ʃi	
rosettaproject_mdf_swadesh-1	mdf	swim	уемс	ujems	
rosettaproject_mdf_swadesh-1	mdf	tail	пула	pula	
rosettaproject_mdf_swadesh-1	mdf	that	ся	sʲæ	
rosettaproject_mdf_swadesh-1	mdf	there	тяса	tʲæsa	
rosettaproject_mdf_swadesh-1	mdf	they	синь	sʲinʲ	
rosettaproject_mdf_swadesh-1	mdf	thick	туста	tusta	
rosettaproject_mdf_swadesh-1	mdf	thin	шуваня	ʃuvanʲæ	
rosettaproject_mdf_swadesh-1	mdf	think	арьсемс	arʲsʲems	
rosettaproject_mdf_swadesh-1	mdf	this	тя	tʲæ	
rosettaproject_mdf_swadesh-1	mdf	thou	тинь	tʲinʲ	
rosettaproject_mdf_swadesh-1	mdf	three	колма	kolma	
rosettaproject_mdf_swadesh-1	mdf	throw	ёрдамс	jordams	
rosettaproject_mdf_swadesh-1	mdf	tie	кодамс	kodams	
rosettaproject_mdf_swadesh-1	mdf	tongue	кяль	kælʲ	
rosettaproject_mdf_swadesh-1	mdf	tooth	пей	pej	
rosettaproject_mdf_swadesh-1	mdf	tree	шуфта	ʃufta	
rosettaproject_mdf_swadesh-1	mdf	turn	шаромс	ʃaroms	
rosettaproject_mdf_swadesh-1	mdf	two	кафта	kafta	
rosettaproject_mdf_swadesh-1	mdf	walk	якамс	jækams	
rosettaproject_mdf_swadesh-1	mdf	warm	лямбе	lʲæmbe	
rosettaproject_mdf_swadesh-1	mdf	wash	штамс	ʃtams	
rosettaproject_mdf_swadesh-1	mdf	water	ведьбрама	vedʲbrama	
rosettaproject_mdf_swadesh-1	mdf	we	минь	minʲ	
rosettaproject_mdf_swadesh-1	mdf	wet	начка	nat͡ʃka	
rosettaproject_mdf_swadesh-1	mdf	what	мезе	mezʲe	
rosettaproject_mdf_swadesh-1	mdf	when	мзярда	mzʲærda	
rosettaproject_mdf_swadesh-1	mdf	where	коса	kosa	
rosettaproject_mdf_swadesh-1	mdf	white	акша	akʃa	
rosettaproject_mdf_swadesh-1	mdf	who	кие	kije	
rosettaproject_mdf_swadesh-1	mdf	wide	кели	kelʲi	
rosettaproject_mdf_swadesh-1	mdf	wife	рьвя	rʲvæ	
rosettaproject_mdf_swadesh-1	mdf	wind	варма	varma	
rosettaproject_mdf_swadesh-1	mdf	wing	паця	pat͡sʲæ	
rosettaproject_mdf_swadesh-1	mdf	wipe	нардамс	nardams	
rosettaproject_mdf_swadesh-1	mdf	with	мархта	mar̥ta	
rosettaproject_mdf_swadesh-1	mdf	woman	ава	ava	
rosettaproject_mdf_swadesh-1	mdf	worm	сукс	suks	
rosettaproject_mdf_swadesh-1	mdf	year	киза	kiza	
